airline,origin,destination,departure_hour,distance,day,delay
Aero Contractors,ABV,LOK,5,883,13,1
Arik Air,PHC,JOS,23,518,4,0
Dana Air,KAN,LOK,1,1219,21,1
Green Africa,BEN,ABV,7,424,9,0
Arik Air,PHC,JOS,19,622,16,0
Arik Air,LOK,YOLA,14,1107,28,0
Overland Airways,BEN,BAK,20,1414,21,0
Air Peace,BEN,PHC,20,278,21,0
Overland Airways,YOLA,KAN,17,1054,28,1
Azman Air,BAK,PHC,3,564,19,0
Azman Air,BAK,LOS,9,221,24,0
Air Peace,JOS,YOLA,18,747,14,0
United Nigeria,ILR,PHC,13,529,23,0
United Nigeria,KAN,BAK,22,1379,24,0
Dana Air,BEN,YOLA,23,255,20,0
Air Peace,BEN,BAK,12,1471,8,0
Arik Air,JOS,PHC,9,1124,10,0
United Nigeria,ILR,YOLA,21,460,20,0
Ibom Air,LOK,KAN,5,634,1,1
Aero Contractors,BEN,KAN,12,737,31,0
Arik Air,PHC,BAK,20,734,20,0
Max Air,LOS,BAK,10,580,5,0
Ibom Air,ILR,ABV,21,302,26,0
Ibom Air,BEN,KAN,14,228,15,0
Air Peace,ILR,KAN,1,1280,8,0
Dana Air,BAK,LOK,14,1285,31,1
Max Air,KAN,BEN,18,1154,28,1
United Nigeria,BEN,JOS,16,1271,10,0
Air Peace,KAN,LOK,19,746,6,0
United Nigeria,ABV,BAK,17,526,15,1
Air Peace,LOS,ILR,5,465,15,0
Air Peace,KAN,ILR,16,1399,10,0
Dana Air,BEN,LOS,23,1267,21,0
Air Peace,YOLA,BAK,21,418,19,0
Green Africa,JOS,PHC,8,325,4,0
Aero Contractors,JOS,BEN,11,1081,22,1
United Nigeria,LOK,ILR,21,518,31,0
Arik Air,KAN,JOS,22,1423,6,1
Overland Airways,YOLA,BAK,4,284,15,0
Max Air,KAN,LOK,13,1264,6,1
Azman Air,LOK,ABV,23,922,18,0
Dana Air,LOS,YOLA,7,1492,11,0
Arik Air,BEN,KAN,21,561,12,1
Ibom Air,BAK,BEN,16,566,30,1
Green Africa,BAK,BEN,8,1404,8,1
Overland Airways,LOK,KAN,6,1187,22,0
Arik Air,ILR,KAN,11,1293,30,1
Azman Air,BEN,ABV,2,787,14,0
Arik Air,KAN,LOS,8,1162,4,1
Green Africa,ILR,ABV,13,688,18,1
Overland Airways,BEN,LOK,22,1457,6,0
Ibom Air,ILR,LOS,22,1030,6,1
Air Peace,JOS,YOLA,22,865,26,1
Ibom Air,LOK,ABV,10,1075,2,0
Air Peace,BEN,PHC,3,560,4,0
Dana Air,BAK,LOK,7,557,24,0
Aero Contractors,KAN,YOLA,17,1353,5,1
Max Air,BEN,YOLA,12,935,15,0
Max Air,BEN,JOS,3,263,3,0
United Nigeria,ILR,JOS,9,380,29,0
Overland Airways,ILR,YOLA,7,786,16,0
Green Africa,YOLA,LOS,11,388,30,0
Overland Airways,KAN,BAK,18,1406,13,0
Green Africa,ABV,LOK,11,779,12,1
Overland Airways,PHC,JOS,21,369,21,0
Aero Contractors,ABV,BEN,1,521,9,1
Dana Air,BEN,KAN,23,1395,11,1
Dana Air,YOLA,LOK,7,483,8,0
Air Peace,BEN,YOLA,12,565,28,0
Azman Air,ABV,YOLA,0,310,26,1
Dana Air,BEN,PHC,2,277,7,0
Dana Air,ILR,BAK,1,452,4,0
Ibom Air,BAK,BEN,22,292,28,0
Air Peace,ABV,ILR,19,1257,25,0
Azman Air,PHC,JOS,7,421,19,0
Ibom Air,ILR,YOLA,20,1160,30,0
United Nigeria,KAN,BAK,14,1184,29,0
Ibom Air,LOS,PHC,16,451,12,0
Aero Contractors,LOK,BAK,23,341,3,1
Air Peace,ABV,LOK,0,781,3,0
Arik Air,ILR,ABV,3,545,19,0
Azman Air,ILR,PHC,18,501,19,1
Aero Contractors,BEN,LOK,6,706,7,0
Azman Air,PHC,YOLA,22,446,29,0
Aero Contractors,PHC,LOK,21,687,14,1
Aero Contractors,PHC,BAK,13,1462,21,1
United Nigeria,YOLA,ILR,13,1127,4,1
Overland Airways,KAN,JOS,9,990,6,0
Arik Air,JOS,YOLA,23,1111,14,0
Azman Air,BEN,KAN,6,353,8,0
Green Africa,LOS,BAK,15,1409,18,0
Overland Airways,LOS,LOK,6,794,15,0
Arik Air,YOLA,BEN,14,261,19,0
Dana Air,LOS,ABV,16,1069,18,0
Green Africa,PHC,ILR,2,1282,30,0
Overland Airways,BAK,LOK,15,1365,15,1
United Nigeria,BEN,ILR,1,665,23,1
Azman Air,BAK,ILR,6,1372,12,1
Max Air,LOK,BAK,15,1397,18,0
Overland Airways,BAK,BEN,20,510,30,0
Air Peace,JOS,LOK,8,1285,5,1
Azman Air,ILR,BEN,11,1390,27,1
Overland Airways,YOLA,PHC,23,1015,15,1
Dana Air,ILR,BAK,0,302,26,0
Dana Air,ILR,JOS,10,707,8,0
Max Air,BAK,ILR,17,333,8,1
Air Peace,KAN,YOLA,21,258,3,0
Azman Air,ILR,ABV,4,1313,13,0
United Nigeria,LOK,PHC,14,269,13,0
Dana Air,BEN,BAK,6,384,12,0
Dana Air,BEN,YOLA,13,771,15,0
Ibom Air,BAK,JOS,3,1347,2,1
Azman Air,PHC,JOS,2,1436,23,0
Max Air,JOS,YOLA,11,381,4,1
Aero Contractors,YOLA,PHC,17,270,13,0
Arik Air,BAK,ABV,23,755,10,0
Max Air,BEN,YOLA,14,1051,21,1
Azman Air,ILR,BAK,23,1280,1,1
Aero Contractors,PHC,YOLA,10,882,11,1
Arik Air,PHC,ILR,11,517,18,0
Green Africa,ABV,LOK,18,1306,9,1
Aero Contractors,KAN,ILR,16,1028,6,0
Azman Air,ILR,BEN,20,466,13,0
Dana Air,BAK,ILR,7,1384,5,0
Air Peace,JOS,ILR,21,701,30,0
Green Africa,PHC,YOLA,19,1335,10,1
United Nigeria,YOLA,LOK,9,777,5,0
Overland Airways,YOLA,BEN,11,478,10,0
Overland Airways,LOS,YOLA,10,953,25,1
Arik Air,YOLA,LOS,17,441,5,0
Dana Air,PHC,LOS,23,1445,20,1
Azman Air,PHC,ABV,4,982,28,0
Aero Contractors,PHC,KAN,11,1161,21,1
Ibom Air,BAK,ILR,23,1184,11,1
United Nigeria,BAK,LOK,4,203,29,1
Green Africa,JOS,YOLA,21,519,5,1
Azman Air,BEN,LOS,9,1231,5,0
Air Peace,KAN,BEN,13,1275,17,0
Overland Airways,ILR,KAN,15,1223,21,1
United Nigeria,ILR,BEN,4,1365,5,0
Ibom Air,LOS,ILR,10,978,1,1
Aero Contractors,ABV,PHC,18,1026,13,1
Arik Air,JOS,KAN,7,479,4,0
Ibom Air,BEN,JOS,18,1311,8,0
United Nigeria,LOK,PHC,19,1383,20,0
Ibom Air,LOS,PHC,21,1184,23,1
United Nigeria,BAK,ILR,17,227,6,0
Max Air,PHC,BAK,20,471,15,0
Green Africa,BAK,LOS,11,1323,21,1
Overland Airways,ABV,LOK,12,1427,16,0
Max Air,ABV,LOK,20,389,9,0
Aero Contractors,ILR,YOLA,20,745,29,0
Max Air,KAN,YOLA,17,493,24,0
Dana Air,KAN,PHC,14,1047,5,1
Dana Air,LOK,PHC,14,970,30,0
Ibom Air,BAK,ILR,8,252,23,0
Green Africa,ABV,LOS,18,883,16,1
Overland Airways,PHC,LOK,11,1270,30,0
United Nigeria,PHC,BAK,22,1210,27,0
Air Peace,YOLA,LOK,4,902,25,1
Green Africa,PHC,JOS,20,1082,7,1
Green Africa,BEN,YOLA,19,664,3,0
United Nigeria,KAN,JOS,9,752,10,0
United Nigeria,PHC,LOS,21,1116,27,0
Arik Air,JOS,LOS,6,1207,16,1
Overland Airways,BAK,ILR,22,393,21,0
United Nigeria,PHC,KAN,10,265,12,0
Dana Air,YOLA,PHC,7,754,9,0
Aero Contractors,LOK,YOLA,20,800,16,0
Air Peace,LOK,BAK,6,1249,9,0
Overland Airways,ABV,ILR,15,1322,24,0
Azman Air,PHC,BAK,15,675,29,0
Dana Air,BAK,KAN,13,772,22,0
Ibom Air,BAK,ILR,14,961,31,1
United Nigeria,KAN,BEN,19,1086,23,0
United Nigeria,ABV,PHC,15,281,11,1
Dana Air,LOK,PHC,4,243,24,0
Green Africa,LOK,JOS,2,1023,22,0
Arik Air,BAK,YOLA,20,809,23,0
Green Africa,PHC,ILR,12,1314,31,1
Arik Air,LOS,ILR,7,919,10,0
Arik Air,PHC,JOS,16,890,15,1
Azman Air,BEN,LOS,4,898,10,0
United Nigeria,LOK,YOLA,5,1036,27,1
Green Africa,LOS,KAN,21,418,16,0
Dana Air,YOLA,PHC,13,662,7,0
Arik Air,ABV,ILR,3,1059,24,1
United Nigeria,PHC,ABV,2,714,28,0
Air Peace,KAN,LOS,8,836,21,0
Overland Airways,YOLA,BAK,17,1480,15,0
Azman Air,YOLA,PHC,11,1416,17,1
Ibom Air,LOK,KAN,8,826,22,1
Max Air,BEN,KAN,17,269,13,0
Azman Air,LOK,YOLA,12,658,19,0
Air Peace,ABV,LOS,13,296,21,0
Air Peace,BAK,ABV,2,1030,23,0
Green Africa,JOS,KAN,6,840,8,0
Arik Air,LOS,LOK,17,695,22,0
Ibom Air,ABV,YOLA,15,1409,9,1
Aero Contractors,BAK,ILR,16,1261,19,1
Arik Air,YOLA,LOK,5,968,17,1
Aero Contractors,LOS,BEN,11,959,10,0
Overland Airways,BAK,YOLA,18,687,14,0
United Nigeria,PHC,BAK,2,755,30,1
Max Air,LOK,ILR,2,1191,29,0
Dana Air,JOS,LOS,17,688,28,0
Arik Air,KAN,ILR,10,256,28,0
Ibom Air,PHC,YOLA,5,711,12,0
Air Peace,LOS,KAN,18,1471,27,1
Ibom Air,ILR,BEN,4,303,20,0
Overland Airways,BAK,LOS,12,756,24,1
Aero Contractors,YOLA,LOK,4,259,22,1
Air Peace,YOLA,JOS,2,934,7,0
Dana Air,ILR,BEN,18,1461,30,1
Dana Air,LOS,ABV,16,570,29,0
Arik Air,YOLA,JOS,21,225,9,0
Overland Airways,BEN,BAK,2,592,18,1
United Nigeria,YOLA,LOK,14,805,7,0
Overland Airways,JOS,BAK,16,309,28,0
Aero Contractors,BEN,ILR,12,972,4,0
Ibom Air,ABV,KAN,13,453,23,0
Dana Air,ABV,ILR,15,1116,8,0
Ibom Air,BAK,KAN,10,965,28,0
Ibom Air,BEN,PHC,16,1320,18,0
Azman Air,PHC,ABV,14,814,7,1
Green Africa,JOS,BAK,17,786,8,0
Aero Contractors,LOK,PHC,15,796,28,0
Azman Air,LOS,JOS,13,1437,1,0
Aero Contractors,BEN,JOS,13,312,11,1
Air Peace,ILR,ABV,12,768,10,0
Overland Airways,KAN,ABV,0,1154,5,1
Overland Airways,LOS,ABV,5,1095,30,1
Max Air,JOS,BAK,22,1324,25,0
Overland Airways,BEN,LOK,10,961,2,0
Dana Air,ABV,YOLA,10,1137,22,1
Arik Air,PHC,ABV,23,283,19,0
Max Air,ILR,LOS,2,918,16,0
Arik Air,LOS,LOK,16,1067,11,1
Aero Contractors,KAN,YOLA,21,1148,14,1
Arik Air,JOS,ABV,13,501,22,1
Arik Air,JOS,ABV,1,1440,5,1
Max Air,BAK,ABV,8,767,4,1
Ibom Air,BAK,LOK,10,291,30,0
Overland Airways,JOS,LOS,6,853,19,0
Dana Air,JOS,KAN,1,270,10,0
Max Air,ILR,LOK,3,868,23,0
Dana Air,LOK,ABV,22,280,28,1
United Nigeria,ABV,KAN,13,1323,9,0
United Nigeria,ILR,LOS,12,794,18,0
Dana Air,JOS,KAN,21,417,31,0
Max Air,BEN,LOS,12,1083,5,1
Dana Air,PHC,ABV,12,948,17,1
Overland Airways,LOK,ABV,4,324,23,0
Azman Air,ABV,BAK,11,400,18,0
Arik Air,ILR,JOS,21,773,21,1
Green Africa,KAN,YOLA,13,1243,1,0
Max Air,KAN,YOLA,7,1182,14,0
Green Africa,PHC,ILR,23,921,27,0
United Nigeria,BEN,JOS,21,1151,14,0
Aero Contractors,PHC,ABV,7,379,14,0
Arik Air,ILR,YOLA,6,1285,1,1
Ibom Air,PHC,LOS,16,472,4,1
Max Air,ABV,ILR,20,1006,23,1
Arik Air,BEN,KAN,10,962,7,0
Green Africa,YOLA,KAN,9,1233,24,0
United Nigeria,LOS,ILR,12,898,12,1
Air Peace,YOLA,PHC,9,1120,13,1
Azman Air,BAK,BEN,20,821,25,1
Ibom Air,PHC,LOS,13,739,15,1
Azman Air,KAN,YOLA,8,1185,20,1
Arik Air,YOLA,PHC,6,659,2,0
United Nigeria,JOS,LOS,6,1284,26,0
United Nigeria,ILR,BAK,17,1281,28,1
Overland Airways,LOK,BAK,7,696,14,1
Green Africa,BEN,ABV,15,1475,30,0
Overland Airways,ILR,JOS,18,1479,12,1
Overland Airways,KAN,ABV,14,1368,13,1
Ibom Air,BAK,KAN,14,790,14,0
Green Africa,YOLA,PHC,5,540,29,0
Air Peace,BEN,ILR,8,602,26,0
Dana Air,LOS,ABV,14,487,3,1
Dana Air,BEN,PHC,6,1188,25,1
Green Africa,BEN,LOK,7,413,27,1
Green Africa,ILR,KAN,17,731,13,0
Azman Air,LOS,YOLA,20,1069,8,0
Ibom Air,BEN,PHC,15,941,16,1
Green Africa,LOK,LOS,14,410,6,0
Overland Airways,YOLA,KAN,0,737,29,0
United Nigeria,LOK,ABV,12,1486,15,0
United Nigeria,YOLA,LOK,21,1001,19,1
Overland Airways,BEN,BAK,11,875,26,0
Max Air,BAK,BEN,8,589,24,0
Azman Air,BEN,YOLA,1,620,29,1
Azman Air,ILR,YOLA,8,261,2,0
Overland Airways,JOS,ILR,7,285,11,1
Air Peace,BAK,ABV,4,1212,20,0
Aero Contractors,KAN,YOLA,12,690,20,0
Arik Air,KAN,ILR,1,1095,9,0
Overland Airways,BAK,KAN,9,259,24,1
Green Africa,BEN,YOLA,5,676,23,1
Green Africa,PHC,LOK,6,519,4,0
Ibom Air,JOS,LOS,2,889,23,0
Overland Airways,LOK,BEN,13,251,17,0
Ibom Air,BEN,KAN,15,856,27,1
Azman Air,PHC,ABV,21,1300,8,1
Arik Air,BEN,ABV,7,318,25,1
Azman Air,PHC,ABV,0,920,25,0
Aero Contractors,BAK,LOK,19,1405,16,0
United Nigeria,BEN,KAN,14,705,1,0
Dana Air,LOS,YOLA,16,836,31,1
Overland Airways,YOLA,LOK,23,352,10,0
Aero Contractors,BAK,ILR,17,1241,7,0
United Nigeria,KAN,ABV,23,1287,15,1
Max Air,KAN,BAK,2,696,1,0
Arik Air,JOS,ILR,23,278,22,0
Ibom Air,ABV,BEN,5,258,16,0
Ibom Air,KAN,YOLA,16,962,21,0
Azman Air,ABV,YOLA,22,1025,27,0
Green Africa,LOS,PHC,12,1284,2,1
Max Air,PHC,LOK,21,443,3,0
Aero Contractors,JOS,LOK,16,407,15,0
Arik Air,YOLA,JOS,20,1055,24,1
United Nigeria,LOK,BEN,15,1310,18,1
Dana Air,YOLA,PHC,0,844,27,1
Overland Airways,JOS,ILR,15,238,4,1
Ibom Air,JOS,YOLA,5,1399,3,1
Aero Contractors,KAN,JOS,7,677,28,1
Ibom Air,YOLA,JOS,0,219,7,1
Azman Air,ILR,LOS,14,474,20,1
Green Africa,JOS,YOLA,4,1377,22,1
Aero Contractors,ABV,LOK,23,662,19,0
Ibom Air,LOK,ILR,19,450,23,1
Azman Air,LOK,ABV,14,411,8,0
Aero Contractors,LOS,ABV,20,886,7,1
Dana Air,LOS,BAK,9,618,4,0
Green Africa,KAN,LOS,4,1395,30,1
Azman Air,KAN,ABV,5,845,28,0
United Nigeria,LOK,PHC,20,1068,25,0
Air Peace,PHC,ABV,14,1426,10,1
Max Air,LOK,KAN,17,691,15,0
Air Peace,JOS,PHC,13,494,24,0
Air Peace,YOLA,ILR,9,656,22,0
Arik Air,YOLA,BAK,3,1369,18,0
Dana Air,JOS,ABV,10,1461,10,0
United Nigeria,JOS,LOK,19,939,23,1
Overland Airways,LOK,PHC,6,623,9,1
Aero Contractors,YOLA,BAK,14,1207,25,0
Max Air,YOLA,JOS,22,491,25,0
Green Africa,BAK,KAN,8,355,9,1
United Nigeria,YOLA,KAN,14,549,22,0
Ibom Air,JOS,ILR,11,442,16,0
Overland Airways,LOS,PHC,17,1430,17,0
Arik Air,BEN,LOK,5,1171,16,1
Arik Air,PHC,LOS,17,457,30,0
United Nigeria,JOS,LOK,17,784,6,1
Azman Air,YOLA,BAK,21,234,5,0
Ibom Air,LOK,YOLA,5,629,13,0
Arik Air,LOK,ILR,14,294,8,0
Max Air,BEN,YOLA,18,419,1,0
Arik Air,JOS,PHC,4,500,30,0
Green Africa,BEN,LOS,3,1408,10,0
Aero Contractors,LOS,KAN,16,1260,20,0
Arik Air,ILR,KAN,20,974,20,0
Green Africa,KAN,JOS,9,599,29,1
United Nigeria,ABV,BAK,11,889,1,0
United Nigeria,KAN,BAK,4,1365,27,1
Overland Airways,ILR,LOK,6,1192,20,0
Arik Air,ABV,BAK,11,333,23,0
Max Air,KAN,LOK,22,860,31,0
Arik Air,ABV,LOK,1,457,14,1
Max Air,BEN,ABV,19,1262,15,1
Dana Air,PHC,ILR,16,504,6,0
Overland Airways,BAK,YOLA,12,725,20,1
Arik Air,ILR,LOS,4,1085,28,1
Overland Airways,BEN,LOS,19,577,29,0
Dana Air,BAK,LOS,11,668,7,0
Air Peace,BEN,KAN,11,1072,24,0
Arik Air,LOS,KAN,6,1189,25,0
Dana Air,YOLA,ILR,5,210,25,0
Air Peace,LOK,LOS,9,874,30,1
Air Peace,LOS,PHC,18,894,20,0
United Nigeria,ILR,PHC,15,1409,19,0
Air Peace,JOS,ABV,3,208,22,0
United Nigeria,LOK,YOLA,8,227,28,0
Dana Air,BEN,KAN,4,1022,29,0
Green Africa,PHC,BAK,0,885,8,1
Arik Air,ILR,YOLA,10,710,3,0
Overland Airways,LOK,BEN,18,701,30,1
Max Air,BAK,ILR,22,781,31,0
Max Air,BAK,ILR,2,977,13,1
Dana Air,JOS,LOS,0,860,6,0
Azman Air,YOLA,PHC,3,1441,21,1
Azman Air,BEN,LOS,8,202,29,1
Dana Air,JOS,YOLA,15,1410,23,0
Arik Air,LOK,LOS,4,974,25,1
Max Air,ABV,YOLA,12,1413,7,0
Max Air,PHC,BEN,10,241,11,0
Air Peace,ABV,JOS,13,1320,22,1
Max Air,BEN,ABV,21,929,9,0
Overland Airways,LOK,JOS,16,847,10,0
Arik Air,BAK,BEN,22,856,20,0
Aero Contractors,BAK,JOS,11,1080,30,0
Max Air,LOS,BAK,20,1359,17,1
Dana Air,BAK,KAN,22,709,8,0
Overland Airways,ILR,KAN,20,236,22,0
Max Air,LOS,BAK,20,1022,6,0
Overland Airways,LOS,KAN,18,778,30,0
United Nigeria,BAK,YOLA,4,1036,31,1
Aero Contractors,JOS,KAN,23,716,21,0
Ibom Air,YOLA,ILR,7,984,26,0
Dana Air,YOLA,ILR,1,1220,11,1
Dana Air,ILR,PHC,16,1078,3,0
Arik Air,KAN,LOK,1,1281,6,0
Overland Airways,JOS,BEN,22,1158,17,1
Air Peace,KAN,ILR,2,354,7,1
Overland Airways,JOS,PHC,19,1035,21,1
Overland Airways,LOK,BAK,23,800,13,1
Green Africa,KAN,BEN,17,641,14,0
Green Africa,ILR,BEN,14,427,19,0
Ibom Air,ILR,BAK,4,1073,8,0
United Nigeria,JOS,LOK,21,1345,13,1
Ibom Air,LOS,JOS,16,870,20,1
Max Air,LOK,JOS,13,1491,9,1
Air Peace,BEN,LOS,0,894,25,1
Max Air,LOK,LOS,13,1068,5,0
Azman Air,ILR,PHC,8,1227,11,0
Max Air,ABV,LOS,4,320,7,0
Arik Air,KAN,LOS,3,941,6,1
Max Air,KAN,BAK,0,1442,12,1
Ibom Air,ABV,JOS,2,893,12,0
Dana Air,PHC,LOS,19,456,6,1
Dana Air,JOS,ILR,10,242,31,1
Green Africa,ILR,ABV,15,1069,4,1
Air Peace,YOLA,ILR,10,1115,26,0
Air Peace,BAK,LOK,20,787,13,1
Arik Air,ABV,ILR,9,1112,12,1
Ibom Air,ABV,PHC,11,1373,15,1
Green Africa,LOK,LOS,4,793,8,0
Azman Air,JOS,LOS,9,1233,13,1
Air Peace,JOS,BAK,23,991,11,1
Max Air,BAK,LOK,18,1483,30,1
Max Air,JOS,ILR,6,1121,11,0
Green Africa,LOS,YOLA,15,535,26,0
Ibom Air,ILR,BEN,5,1228,19,1
Ibom Air,LOS,ABV,9,1121,21,0
United Nigeria,PHC,ABV,9,282,17,0
Aero Contractors,ILR,JOS,10,1229,1,0
Air Peace,BEN,LOS,21,351,13,0
Ibom Air,ILR,JOS,9,1404,25,0
Dana Air,ILR,BAK,13,1390,20,0
Green Africa,YOLA,LOK,14,277,9,0
Azman Air,LOS,LOK,6,611,23,0
United Nigeria,BAK,BEN,12,580,26,0
Overland Airways,LOK,PHC,10,1147,24,1
Arik Air,YOLA,LOK,6,989,11,0
Azman Air,ILR,LOK,10,512,9,1
Max Air,KAN,ABV,16,594,7,1
Arik Air,LOK,PHC,15,742,8,0
Air Peace,ABV,PHC,0,203,30,1
Dana Air,YOLA,KAN,8,308,2,0
Arik Air,YOLA,ILR,8,1117,14,0
Aero Contractors,ABV,BAK,9,1085,10,0
Overland Airways,KAN,LOS,18,292,9,0
Air Peace,JOS,LOK,14,1322,28,1
Aero Contractors,JOS,LOK,15,391,1,0
Max Air,JOS,KAN,10,532,12,0
Aero Contractors,JOS,LOS,23,1435,14,0
United Nigeria,LOS,PHC,16,1430,31,0
United Nigeria,ABV,BEN,18,826,19,0
Green Africa,KAN,ABV,12,1185,29,1
Azman Air,ILR,LOK,5,772,11,0
Azman Air,PHC,BAK,14,555,9,0
Air Peace,YOLA,BAK,15,1476,17,0
Ibom Air,JOS,BAK,7,395,26,0
United Nigeria,LOK,BEN,6,461,6,0
Air Peace,PHC,BAK,16,521,6,1
Azman Air,BEN,LOS,1,531,20,0
Green Africa,BAK,KAN,16,1459,10,1
United Nigeria,LOS,JOS,13,206,31,1
Air Peace,LOK,ABV,7,733,26,0
Arik Air,JOS,LOS,4,271,26,1
Ibom Air,ABV,LOK,4,817,17,0
Aero Contractors,LOK,YOLA,4,338,21,1
United Nigeria,YOLA,BEN,4,741,14,0
Azman Air,BEN,JOS,2,523,5,0
Max Air,KAN,ABV,5,1148,3,1
Azman Air,BAK,ILR,7,272,19,0
United Nigeria,YOLA,LOS,12,1039,20,1
Ibom Air,BEN,YOLA,19,1461,19,0
Aero Contractors,ABV,PHC,5,1187,14,1
United Nigeria,BAK,BEN,17,1231,15,0
Overland Airways,LOK,JOS,17,1430,3,1
Air Peace,YOLA,LOK,15,610,3,0
Aero Contractors,ILR,KAN,7,457,23,0
Ibom Air,BAK,JOS,16,850,9,1
Max Air,BEN,BAK,7,1269,11,1
Azman Air,ILR,ABV,14,325,15,0
Arik Air,ILR,LOK,9,1244,29,0
Azman Air,LOS,BEN,0,1393,17,0
Ibom Air,BEN,YOLA,8,743,24,0
Azman Air,ILR,PHC,16,654,26,1
Air Peace,LOK,BAK,19,861,12,0
United Nigeria,YOLA,LOK,0,1429,17,1
Arik Air,YOLA,LOK,8,1244,9,1
Dana Air,LOK,ABV,13,1117,13,0
Green Africa,KAN,BAK,4,287,31,0
Dana Air,LOS,ABV,5,1266,22,1
Azman Air,YOLA,JOS,4,1364,6,0
Ibom Air,KAN,BAK,3,715,27,0
Overland Airways,LOS,PHC,15,699,26,0
Green Africa,ILR,KAN,15,525,23,1
Arik Air,KAN,JOS,9,752,24,0
Max Air,YOLA,PHC,13,1087,29,1
Overland Airways,LOK,YOLA,12,1195,7,1
Dana Air,JOS,ABV,3,1192,31,0
United Nigeria,ILR,PHC,13,1128,29,1
Air Peace,ILR,LOS,23,1120,1,0
Max Air,JOS,ILR,23,507,10,1
Overland Airways,BAK,KAN,8,856,15,0
United Nigeria,PHC,YOLA,2,669,29,0
United Nigeria,ABV,LOK,9,1407,14,1
Ibom Air,BEN,ABV,14,824,4,1
Overland Airways,LOS,JOS,23,490,31,1
Arik Air,PHC,ILR,18,448,4,1
Azman Air,LOS,BAK,1,523,29,0
Green Africa,PHC,ABV,1,803,9,0
Green Africa,KAN,BEN,8,258,15,0
Dana Air,LOK,ABV,3,1220,12,1
Green Africa,BEN,LOK,1,293,3,1
Arik Air,LOS,YOLA,6,1477,27,1
Air Peace,JOS,KAN,18,886,15,0
Aero Contractors,KAN,ABV,5,714,25,0
Azman Air,BAK,LOK,22,732,21,0
Air Peace,BEN,BAK,15,1327,11,0
Ibom Air,ABV,ILR,13,601,6,0
Aero Contractors,ILR,PHC,5,920,7,0
Overland Airways,ABV,LOK,21,1076,19,0
Arik Air,YOLA,ILR,12,807,14,0
Arik Air,LOS,BEN,14,292,4,0
Aero Contractors,LOS,LOK,23,773,21,0
Overland Airways,ILR,BAK,13,1170,1,1
Azman Air,KAN,LOK,7,636,24,0
Aero Contractors,ILR,KAN,20,1233,27,1
Dana Air,LOK,ABV,10,614,13,0
Dana Air,LOS,JOS,20,903,11,1
Air Peace,YOLA,LOS,8,1081,28,0
Ibom Air,JOS,ABV,11,961,29,0
Dana Air,LOS,PHC,5,1418,18,1
United Nigeria,ILR,LOK,18,464,23,1
Air Peace,PHC,YOLA,2,706,28,0
Dana Air,LOS,LOK,0,845,9,0
Ibom Air,LOS,BEN,14,1096,21,1
Arik Air,YOLA,KAN,14,1060,30,0
Arik Air,YOLA,LOK,4,888,11,0
Azman Air,LOS,PHC,21,1066,6,1
Aero Contractors,PHC,BAK,23,1322,16,1
Arik Air,BAK,ABV,22,686,1,0
Overland Airways,PHC,JOS,0,227,22,1
Dana Air,PHC,YOLA,22,1369,14,1
Ibom Air,LOK,PHC,19,780,23,0
Arik Air,KAN,BEN,10,1149,21,1
Max Air,KAN,PHC,6,451,19,0
Ibom Air,PHC,YOLA,16,1385,31,1
United Nigeria,BAK,ABV,11,1126,6,1
United Nigeria,ILR,JOS,3,309,28,0
Overland Airways,ABV,ILR,11,843,12,1
Aero Contractors,KAN,LOK,23,597,27,0
Air Peace,JOS,PHC,2,1494,7,0
Aero Contractors,YOLA,BAK,17,1411,10,1
Azman Air,LOK,KAN,11,475,10,0
Aero Contractors,LOK,BAK,23,888,28,1
Azman Air,KAN,ILR,18,1241,25,1
Max Air,BAK,BEN,12,607,13,0
Arik Air,BAK,ABV,15,324,7,0
Max Air,YOLA,BAK,7,352,19,0
Azman Air,PHC,YOLA,5,857,1,0
Ibom Air,ILR,LOK,9,219,15,0
United Nigeria,KAN,ABV,9,446,14,0
Azman Air,BAK,LOS,5,1426,13,1
Max Air,ABV,LOK,7,1232,7,1
Ibom Air,YOLA,LOS,17,730,12,1
Max Air,LOS,PHC,16,302,8,0
Aero Contractors,YOLA,KAN,9,1469,15,0
Dana Air,BAK,ABV,1,796,27,0
Overland Airways,LOS,LOK,11,550,17,0
Air Peace,JOS,BEN,19,433,21,0
Max Air,BEN,LOS,9,236,12,0
Air Peace,YOLA,JOS,8,491,28,0
Green Africa,ABV,BAK,15,216,13,1
Max Air,ABV,LOK,6,289,8,1
Dana Air,ILR,KAN,8,876,10,0
Air Peace,PHC,ABV,23,1176,7,0
Azman Air,YOLA,LOK,5,452,31,0
Max Air,BAK,ABV,9,1016,2,0
Arik Air,BEN,YOLA,6,383,29,0
Overland Airways,KAN,LOS,17,489,29,0
Dana Air,BAK,LOK,10,960,16,0
Air Peace,ABV,LOK,0,1438,29,0
Dana Air,JOS,KAN,20,357,4,0
Ibom Air,BAK,KAN,23,1122,6,0
Overland Airways,LOK,BAK,18,890,7,1
Azman Air,ABV,BEN,22,592,30,1
Max Air,YOLA,ABV,4,1243,23,0
Max Air,JOS,ILR,23,630,19,0
Max Air,LOK,BAK,5,1196,28,0
Overland Airways,LOS,KAN,21,1204,24,0
Arik Air,BEN,ILR,6,1291,23,0
